7.437063053644815902e+00 8.481829728375396726e+00 5.249510724388822602e+00 3.518901013588706217e+00
6.441764396232832368e+00 7.583592848459768554e+00 5.077876536684871489e+00 3.399608553521882293e+00
6.384533310395385186e+00 6.717283753480069564e+00 4.891127127260837426e+00 3.278558077185755870e+00
6.279714968098924821e+00 5.855954026976514015e+00 4.690944095847418005e+00 3.158560092488585269e+00
6.136174306273592727e+00 5.004424317113962850e+00 4.479267059205115586e+00 3.039361273435923660e+00
5.985007139304899582e+00 4.168449245085550814e+00 4.199335523830439065e+00 2.924637672564008639e+00
5.835949149317970708e+00 3.359030893126192741e+00 3.951384554551105044e+00 2.815973749921754976e+00
5.692823267504031115e+00 2.597691959088285429e+00 3.722705266057049212e+00 2.712973699207195111e+00
5.557700370566512227e+00 1.942456528949333627e+00 3.507320913702457688e+00 2.618159428831266400e+00
5.425504962861788627e+00 1.533950999939929449e+00 3.311577142333875123e+00 2.529701700049625135e+00
5.293737462937465388e+00 1.578833447229017750e+00 3.142558448062740428e+00 2.449676693284145390e+00
5.161677540322493485e+00 2.046756134285034889e+00 2.929437622987113077e+00 2.376021895391774219e+00
5.027149120830864071e+00 2.707588780677367524e+00 2.722995520163103311e+00 2.309021654304194371e+00
4.890363588249813986e+00 3.204597938539609281e+00 2.523812949808196482e+00 2.248107867350278344e+00
4.750314323647252479e+00 3.803814504820338005e+00 2.333508122257466955e+00 2.192682637711605320e+00
4.606936346326642173e+00 4.435106196715498328e+00 2.153801508745813109e+00 2.142575276570644061e+00
4.461152890899643175e+00 5.094890005341142114e+00 1.987445582623945883e+00 2.095280261607602057e+00
4.314358494520990739e+00 5.770950069761611623e+00 1.838031992410689375e+00 2.052243840520572071e+00
4.166695307221641720e+00 6.463676010032892272e+00 1.709282293095679472e+00 2.010682868197533057e+00
4.018360607503137949e+00 7.166479708785049141e+00 1.606275046407168894e+00 1.972490401360925460e+00
3.869086504350456313e+00 7.879069040408250402e+00 1.533829942525199996e+00 1.935649101240344949e+00
